2018-07-18 01:21:34,505 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /usr/local/zookeeper/bin/../conf/zoo.cfg
2018-07-18 01:21:34,511 [myid:] - INFO  [main:DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2018-07-18 01:21:34,511 [myid:] - INFO  [main:DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2018-07-18 01:21:34,511 [myid:] - INFO  [main:DatadirCleanupManager@101] - Purge task is not scheduled.
2018-07-18 01:21:34,512 [myid:] - WARN  [main:QuorumPeerMain@116] - Either no config or no quorum defined in config, running  in standalone mode
2018-07-18 01:21:34,523 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /usr/local/zookeeper/bin/../conf/zoo.cfg
2018-07-18 01:21:34,523 [myid:] - INFO  [main:ZooKeeperServerMain@98] - Starting server
2018-07-18 01:21:34,530 [myid:] - INFO  [main:Environment@100] - Server environment:zookeeper.version=3.4.12-e5259e437540f349646870ea94dc2658c4e44b3b, built on 03/27/2018 03:55 GMT
2018-07-18 01:21:34,530 [myid:] - INFO  [main:Environment@100] - Server environment:host.name=ubuntu-xenial
2018-07-18 01:21:34,530 [myid:] - INFO  [main:Environment@100] - Server environment:java.version=1.8.0_161
2018-07-18 01:21:34,531 [myid:] - INFO  [main:Environment@100] - Server environment:java.vendor=Oracle Corporation
2018-07-18 01:21:34,531 [myid:] - INFO  [main:Environment@100] - Server environment:java.home=/usr/lib/jvm/java-8-oracle/jre
2018-07-18 01:21:34,531 [myid:] - INFO  [main:Environment@100] - Server environment:java.class.path=/usr/local/zookeeper/bin/../build/classes:/usr/local/zookeeper/bin/../build/lib/*.jar:/usr/local/zookeeper/bin/../lib/slf4j-log4j12-1.7.25.jar:/usr/local/zookeeper/bin/../lib/slf4j-api-1.7.25.jar:/usr/local/zookeeper/bin/../lib/netty-3.10.6.Final.jar:/usr/local/zookeeper/bin/../lib/log4j-1.2.17.jar:/usr/local/zookeeper/bin/../lib/jline-0.9.94.jar:/usr/local/zookeeper/bin/../lib/audience-annotations-0.5.0.jar:/usr/local/zookeeper/bin/../zookeeper-3.4.12.jar:/usr/local/zookeeper/bin/../src/java/lib/*.jar:/usr/local/zookeeper/bin/../conf:
2018-07-18 01:21:34,531 [myid:] - INFO  [main:Environment@100] - Server environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib64:/lib64:/lib:/usr/lib
2018-07-18 01:21:34,532 [myid:] - INFO  [main:Environment@100] - Server environment:java.io.tmpdir=/tmp
2018-07-18 01:21:34,532 [myid:] - INFO  [main:Environment@100] - Server environment:java.compiler=<NA>
2018-07-18 01:21:34,534 [myid:] - INFO  [main:Environment@100] - Server environment:os.name=Linux
2018-07-18 01:21:34,534 [myid:] - INFO  [main:Environment@100] - Server environment:os.arch=amd64
2018-07-18 01:21:34,534 [myid:] - INFO  [main:Environment@100] - Server environment:os.version=4.4.0-130-generic
2018-07-18 01:21:34,535 [myid:] - INFO  [main:Environment@100] - Server environment:user.name=ubuntu
2018-07-18 01:21:34,535 [myid:] - INFO  [main:Environment@100] - Server environment:user.home=/home/ubuntu
2018-07-18 01:21:34,535 [myid:] - INFO  [main:Environment@100] - Server environment:user.dir=/vagrant/scripts
